md_slug	confidence	prod_slug	pdf_url	md_title	prod_title	notes
congress-misrule-and-the-swatantra-alternative	exact	congress-misrule-and-the-swatantra-alternative	https://indianliberals.in/liberals/congress-misrule-and-the-swatantra-alternative.pdf	Congress Misrule and the Swatantra Alternative	congress-misrule-and-the-swatantra-alternative	local-backup rescue (score >= 95, HEAD verified)
constitution-march-2000	exact	constitution-march-2000	https://indianliberals.in/indian-liberal-group/constitution-march-2000.pdf	Constitution	constitution-march-2000	local-backup rescue (score >= 95, HEAD verified)
corporate-governance-in-india-by-k-b-dadiseth-1997	exact	corporate-governance-in-india-by-k-b-dadiseth-1997	https://indianliberals.in/forum-of-free-enterprise/corporate-governance-in-india-by-k-b-dadiseth-1997.pdf	Corporate Governance in India	corporate-governance-in-india-by-k-b-dadiseth-1997	local-backup rescue (score >= 95, HEAD verified)
corporate-governance-in-india-k-b-dadiseth	exact	corporate-governance-in-india-k-b-dadiseth	https://indianliberals.in/forum-of-free-enterprise/corporate-governance-in-india-k-b-dadiseth.pdf	Corporate Governance in India	corporate-governance-in-india-k-b-dadiseth	local-backup rescue (score >= 95, HEAD verified)
deficit-financing-inflation-and-price-control-k-j-ayaraman-november-14-1973	exact	deficit-financing-inflation-and-price-control-k-j-ayaraman-november-14-1973	https://indianliberals.in/forum-of-free-enterprise/deficit-financing-inflation-and-price-control-k-j-ayaraman-november-14-1973.pdf	Deficit Financing, Inflation and Price Control	deficit-financing-inflation-and-price-control-k-j-ayaraman-november-14-1973	local-backup rescue (score >= 95, HEAD verified)
economic-prophecies	exact	economic-prophecies	https://indianliberals.in/liberals/economic-prophecies.pdf	Economic Prophecies	economic-prophecies	local-backup rescue (score >= 95, HEAD verified)
fifteen-years-of-indian-planning-prof-b-r-shenoy-aug10-1966	exact	fifteen-years-of-indian-planning-prof-b-r-shenoy-aug10-1966	https://indianliberals.in/forum-of-free-enterprise/fifteen-years-of-indian-planning-prof-b-r-shenoy-aug10-1966.pdf	FIFTEEN YEARS OF INDIAN PLANNING	fifteen-years-of-indian-planning-prof-b-r-shenoy-aug10-1966	local-backup rescue (score >= 95, HEAD verified)
fifty-years-after	exact	fifty-years-after	https://indianliberals.in/indian-liberal-group/fifty-years-after.pdf	Fifty Years After ...	fifty-years-after	local-backup rescue (score >= 95, HEAD verified)
financing-under-planned-economy-m-a-master-feb6-1964	exact	financing-under-planned-economy-m-a-master-feb6-1964	https://indianliberals.in/forum-of-free-enterprise/financing-under-planned-economy-m-a-master-feb6-1964.pdf	Financing Under Planned Economy	financing-under-planned-economy-m-a-master-feb6-1964	local-backup rescue (score >= 95, HEAD verified)
forum-of-free-enterprise-2005-2006	exact	forum-of-free-enterprise-2005-2006	https://indianliberals.in/forum-of-free-enterprise/forum-of-free-enterprise-2005-2006.pdf	The Forum of Free Enterprise	forum-of-free-enterprise-2005-2006	local-backup rescue (score >= 95, HEAD verified)
free-but-fettered-the-illiterate-citizen-dr-c-d-deshmukh-november-12-1970	exact	free-but-fettered-the-illiterate-citizen-dr-c-d-deshmukh-november-12-1970	https://indianliberals.in/forum-of-free-enterprise/free-but-fettered-the-illiterate-citizen-dr-c-d-deshmukh-november-12-1970.pdf	FREE BUT FETTERED—THE ILLITERATE CITIZEN	free-but-fettered-the-illiterate-citizen-dr-c-d-deshmukh-november-12-1970	local-backup rescue (score >= 95, HEAD verified)
free-eneterprise-in-india-a-d-shroff-january-1-1970	exact	free-eneterprise-in-india-a-d-shroff-january-1-1970	https://indianliberals.in/forum-of-free-enterprise/free-eneterprise-in-india-a-d-shroff-january-1-1970.pdf	FREE ENTERPRISE IN INDIA	free-eneterprise-in-india-a-d-shroff-january-1-1970	local-backup rescue (score >= 95, HEAD verified)
free-enterprise-in-india-a-call-for-leadership-a-d-shroff-25-october-1961	exact	free-enterprise-in-india-a-call-for-leadership-a-d-shroff-25-october-1961	https://indianliberals.in/forum-of-free-enterprise/free-enterprise-in-india-a-call-for-leadership-a-d-shroff-25-october-1961.pdf	Free Enterprise in India — A Call For Leadership	free-enterprise-in-india-a-call-for-leadership-a-d-shroff-25-october-1961	local-backup rescue (score >= 95, HEAD verified)
free-enterprise-in-india-a-call-for-leadership-by-ad-shroff-november-8-1961	exact	free-enterprise-in-india-a-call-for leadership-by-Ad-shroff-November-8-1961	https://indianliberals.in/forum-of-free-enterprise/free-enterprise-in-india-a-call-for leadership-by-Ad-shroff-November-8-1961.pdf	Free Enterprise in India - A Call For Leadership	free-enterprise-in-india-a-call-for leadership-by-Ad-shroff-November-8-1961	local-backup rescue (score >= 95, HEAD verified)
free-enterprise-the-key-to-prosperity-by-sm-dahanukar	exact	free-enterprise-the-key-to-prosperity-by-sm-dahanukar	https://indianliberals.in/forum-of-free-enterprise/free-enterprise-the-key-to-prosperity-by-sm-dahanukar.pdf	FREE ENTERPRISE—THE KEY TO PROSPERITY	free-enterprise-the-key-to-prosperity-by-sm-dahanukar	local-backup rescue (score >= 95, HEAD verified)
free-market-economy-key-to-economic-progress-and-freedoms-by-ma-rangoonwala-1982	exact	free-market-economy-key-to-economic-progress-and-freedoms-by-ma-rangoonwala-1982	https://indianliberals.in/forum-of-free-enterprise/free-market-economy-key-to-economic-progress-and-freedoms-by-ma-rangoonwala-1982.pdf	FREE MARKET ECONOMY —Key to Economic Progress and Freedoms	free-market-economy-key-to-economic-progress-and-freedoms-by-ma-rangoonwala-1982	local-backup rescue (score >= 95, HEAD verified)
free-market-economy-key-to-economic-progress-and-freedoms-m-a-rangoonwaala-june-15-1982	exact	free-market-economy-key-to-economic-progress-and-freedoms-m-a-rangoonwaala-june-15-1982	https://indianliberals.in/forum-of-free-enterprise/free-market-economy-key-to-economic-progress-and-freedoms-m-a-rangoonwaala-june-15-1982.pdf	FREE MARKET ECONOMY —Key to Economic Progress and Freedoms	free-market-economy-key-to-economic-progress-and-freedoms-m-a-rangoonwaala-june-15-1982	local-backup rescue (score >= 95, HEAD verified)
fundamental-rights-b-shiva-rao-october-9-1969	exact	fundamental-rights-b-shiva-rao-october-9-1969	https://indianliberals.in/forum-of-free-enterprise/fundamental-rights-b-shiva-rao-october-9-1969.pdf	Fundamental Rights in India	fundamental-rights-b-shiva-rao-october-9-1969	local-backup rescue (score >= 95, HEAD verified)
hamara-hindustan	exact	hamara-hindustan	https://indianliberals.in/hindi/hamara-hindustan.pdf	हमारा हिन्दुस्तान	hamara-hindustan	local-backup rescue (score >= 95, HEAD verified)
how-controlled-industries-work-in-india-sir-biren-mookerjee-mar10-1963	exact	how-controlled-industries-work-in-india-sir-biren-mookerjee-mar10-1963	https://indianliberals.in/forum-of-free-enterprise/how-controlled-industries-work-in-india-sir-biren-mookerjee-mar10-1963.pdf	HOW CONTROLLED INDUSTRIES WORK IN INDIA—A CASE STUDY	how-controlled-industries-work-in-india-sir-biren-mookerjee-mar10-1963	local-backup rescue (score >= 95, HEAD verified)
implications-of-bank-nationalisation-misc-mar9-1964	exact	implications-of-bank-nationalisation-misc-mar9-1964	https://indianliberals.in/forum-of-free-enterprise/implications-of-bank-nationalisation-misc-mar9-1964.pdf	Implications of Bank Nationalisation	implications-of-bank-nationalisation-misc-mar9-1964	local-backup rescue (score >= 95, HEAD verified)
indian-planning-at-the-crossroads-n-dandeker-m-p-nov11-1965	exact	indian-planning-at-the-crossroads-n-dandeker-m-p-nov11-1965	https://indianliberals.in/forum-of-free-enterprise/indian-planning-at-the-crossroads-n-dandeker-m-p-nov11-1965.pdf	Indian Planning at the Cross-Roads	indian-planning-at-the-crossroads-n-dandeker-m-p-nov11-1965	local-backup rescue (score >= 95, HEAD verified)
inflation-in-india-1964-1975-january-1975	exact	inflation-in-India-1964-1975-january-1975	https://indianliberals.in/forum-of-free-enterprise/inflation-in-India-1964-1975-january-1975.pdf	INFLATION IN INDIA	inflation-in-India-1964-1975-january-1975	local-backup rescue (score >= 95, HEAD verified)
inflation-in-india-l-g-bapat	exact	inflation-in-india-l-g-bapat	https://indianliberals.in/forum-of-free-enterprise/inflation-in-india-l-g-bapat.pdf	INFLATION IN INDIA	inflation-in-india-l-g-bapat	local-backup rescue (score >= 95, HEAD verified)
internationalization-of-indian-business-m-k-raju-january-12-1980	exact	internationalization-of-indian-business-m-k-raju-january-12-1980	https://indianliberals.in/forum-of-free-enterprise/internationalization-of-indian-business-m-k-raju-january-12-1980.pdf	INTERNATIONALISATION OF INDIAN BUSINESS	internationalization-of-indian-business-m-k-raju-january-12-1980	local-backup rescue (score >= 95, HEAD verified)
is-india-ready-for-challenge-of-1980s-j-h-doshi-november-15-1979	exact	is-india-ready-for-challenge-of-1980s-j-h-doshi-november-15-1979	https://indianliberals.in/forum-of-free-enterprise/is-india-ready-for-challenge-of-1980s-j-h-doshi-november-15-1979.pdf	Is India Ready for Challenge of 1980s?	is-india-ready-for-challenge-of-1980s-j-h-doshi-november-15-1979	local-backup rescue (score >= 95, HEAD verified)
jagtik-vayapar-sangtanecha-onama	exact	jagtik-vayapar-sangtanecha-onama	https://indianliberals.in/marathi/jagtik-vayapar-sangtanecha-onama.pdf	Jagtik Vayapar Sangtanecha Onama	jagtik-vayapar-sangtanecha-onama	local-backup rescue (score >= 95, HEAD verified)
joint-sector-some-issues-by-minoo-shroff-1972	exact	joint-sector-some-issues-by-minoo-shroff-1972	https://indianliberals.in/forum-of-free-enterprise/joint-sector-some-issues-by-minoo-shroff-1972.pdf	JOINT SECTOR—SOME ISSUES	joint-sector-some-issues-by-minoo-shroff-1972	local-backup rescue (score >= 95, HEAD verified)
jug-badlanari-pustake-by-sharad-joshi	exact	jug-badlanari-pustake-sharad-joshi	https://indianliberals.in/marathi/jug-badlanari-pustake-sharad-joshi.pdf	'Jug Badlanari Pustake' by Sharad Joshi	jug-badlanari-pustake-sharad-joshi	local-backup rescue (score >= 95, HEAD verified)
khoj-january-april-2009	exact	khoj-january-april-2009	https://indianliberals.in/gujarati/khoj-january-april-2009.pdf	ખોજ	khoj-january-april-2009	local-backup rescue (score >= 95, HEAD verified)
khoj-january-february-2008	exact	khoj-january-february-2008	https://indianliberals.in/gujarati/khoj-january-february-2008.pdf	Khoj : January - February, 2008	khoj-january-february-2008	local-backup rescue (score >= 95, HEAD verified)
khoj-january-february-2010	exact	khoj-january-february-2010	https://indianliberals.in/gujarati/khoj-january-february-2010.pdf	Khoj : January - February, 2010	khoj-january-february-2010	local-backup rescue (score >= 95, HEAD verified)
khoj-july-august-2005	exact	khoj-july-august-2005	https://indianliberals.in/gujarati/khoj-july-august-2005.pdf	Khoj : July - August, 2005	khoj-july-august-2005	local-backup rescue (score >= 95, HEAD verified)
khoj-july-october-2008	exact	khoj-july-october-2008	https://indianliberals.in/gujarati/khoj-july-october-2008.pdf	Khoj : July - October, 2008	khoj-july-october-2008	local-backup rescue (score >= 95, HEAD verified)
khoj-march-april-2005	exact	khoj-march-april-2005	https://indianliberals.in/gujarati/khoj-march-april-2005.pdf	Khoj : March-April, 2005	khoj-march-april-2005	local-backup rescue (score >= 95, HEAD verified)
khoj-march-april-2006	exact	khoj-march-april-2006	https://indianliberals.in/gujarati/khoj-march-april-2006.pdf	Khoj : March - April, 2006	khoj-march-april-2006	local-backup rescue (score >= 95, HEAD verified)
khoj-march-april-2007	exact	khoj-march-april-2007	https://indianliberals.in/gujarati/khoj-march-april-2007.pdf	Khoj : March - April, 2007	khoj-march-april-2007	local-backup rescue (score >= 95, HEAD verified)
khoj-march-april-2008	exact	khoj-march-april-2008	https://indianliberals.in/gujarati/khoj-march-april-2008.pdf	Khoj : March - April, 2008	khoj-march-april-2008	local-backup rescue (score >= 95, HEAD verified)
khoj-march-april-2010	exact	khoj-march-april-2010	https://indianliberals.in/gujarati/khoj-march-april-2010.pdf	Khoj : March - April, 2010	khoj-march-april-2010	local-backup rescue (score >= 95, HEAD verified)
khoj-may-june-2005	exact	khoj-may-june-2005	https://indianliberals.in/gujarati/khoj-may-june-2005.pdf	Khoj : May-June, 2005	khoj-may-june-2005	local-backup rescue (score >= 95, HEAD verified)
khoj-may-june-2006	exact	khoj-may-june-2006	https://indianliberals.in/gujarati/khoj-may-june-2006.pdf	Khoj : May - June, 2006	khoj-may-june-2006	local-backup rescue (score >= 95, HEAD verified)
khoj-may-june-2008	exact	khoj-may-june-2008	https://indianliberals.in/gujarati/khoj-may-june-2008.pdf	Khoj : May - June, 2008	khoj-may-june-2008	local-backup rescue (score >= 95, HEAD verified)
khoj-may-june-2009	exact	khoj-may-june-2009	https://indianliberals.in/gujarati/khoj-may-june-2009.pdf	Khoj : May - June, 2009	khoj-may-june-2009	local-backup rescue (score >= 95, HEAD verified)
khoj-september-october-2007	exact	khoj-september-october-2007	https://indianliberals.in/gujarati/khoj-september-october-2007.pdf	Khoj : September - October, 2007	khoj-september-october-2007	local-backup rescue (score >= 95, HEAD verified)
khoj-september-october-2010	exact	khoj-september-october-2010	https://indianliberals.in/gujarati/khoj-september-october-2010.pdf	Khoj : September - October, 2010	khoj-september-october-2010	local-backup rescue (score >= 95, HEAD verified)
khulya-vayvasthekade-khulya-manane	exact	khulya-vayvasthekade-khulya-manane	https://indianliberals.in/marathi/khulya-vayvasthekade-khulya-manane.pdf	'Khulya Vayvasthekade Khulya Manane'	khulya-vayvasthekade-khulya-manane	local-backup rescue (score >= 95, HEAD verified)
liberal-budget-reforms-for-poor	exact	liberal-budget-reforms-for-poor	https://indianliberals.in/indian-liberal-group/liberal-budget-reforms-for-poor.pdf	Taking Reforms to the Poor	liberal-budget-reforms-for-poor	local-backup rescue (score >= 95, HEAD verified)
liberalism-in-south-asia	exact	liberalism-in-south-asia	https://indianliberals.in/liberal-times/liberalism-in-south-asia.pdf	Liberalism in South Asia	liberalism-in-south-asia	local-backup rescue (score >= 95, HEAD verified)
madhyatil-angar-by-sharad-joshi	exact	madhyatil-angar-sharad-joshi	https://indianliberals.in/marathi/madhyatil-angar-sharad-joshi.pdf	'Madhyatil Angar' by Sharad Joshi	madhyatil-angar-sharad-joshi	local-backup rescue (score >= 95, HEAD verified)
majya-setkari-bhavana-mai-bahini-no-by-sharad-joshi	exact	majya-setkari-bhavana-mai-bahini-no-sharad-joshi	https://indianliberals.in/marathi/majya-setkari-bhavana-mai-bahini-no-sharad-joshi.pdf	'Majya Setkari Bhavana Mai Bahini No' by Sharad Joshi	majya-setkari-bhavana-mai-bahini-no-sharad-joshi	local-backup rescue (score >= 95, HEAD verified)
manifesto-1985	exact	manifesto-1985	https://indianliberals.in/indian-liberal-group/manifesto-1985.pdf	Manifesto for Indian Liberals	manifesto-1985	local-backup rescue (score >= 95, HEAD verified)
market-by-the-dock-by-pt-bauer-january-1981	exact	market-by-the-dock-by-pt-bauer-january-1981	https://indianliberals.in/forum-of-free-enterprise/market-by-the-dock-by-pt-bauer-january-1981.pdf	market-by-the-dock-by-pt-bauer-january-1981	market-by-the-dock-by-pt-bauer-january-1981	local-backup rescue (score >= 95, HEAD verified)
plans-and-perspectives-by-bg-verghese-january-8-1961	exact	plans-and-perspectives-by-bg-verghese-january-8-1961	https://indianliberals.in/forum-of-free-enterprise/plans-and-perspectives-by-bg-verghese-january-8-1961.pdf	Plans and Perspectives	plans-and-perspectives-by-bg-verghese-january-8-1961	local-backup rescue (score >= 95, HEAD verified)
prachalit-arthavyavsthevar-nava-prakash-by-sharad-joshi	exact	prachalit-arthavyavsthevar-nava-prakash-sharad-joshi	https://indianliberals.in/marathi/prachalit-arthavyavsthevar-nava-prakash-sharad-joshi.pdf	'Prachalit Arthavyavsthevar: Nava Prakash' by Sharad Joshi	prachalit-arthavyavsthevar-nava-prakash-sharad-joshi	local-backup rescue (score >= 95, HEAD verified)
ramtanu-lahiri-o-tatkalin-bangosamaj-sivanath-sastri	exact	ramtanu-lahiri-o-tatkalin-bangosamaj-sivanath-sastri	https://indianliberals.in/bengali/ramtanu-lahiri-o-tatkalin-bangosamaj-sivanath-sastri.pdf	Ramtanu Lahiri O Tatkalin Bangosamaj	ramtanu-lahiri-o-tatkalin-bangosamaj-sivanath-sastri	local-backup rescue (score >= 95, HEAD verified)
report-second-national-convention-mangalore-feburary-18-20-2005-july-2005	exact	report-second-national-convention-mangalore-feburary-18-20-2005-july-2005	https://indianliberals.in/liberals/report-second-national-convention-mangalore-feburary-18-20-2005-july-2005.pdf	Report	report-second-national-convention-mangalore-feburary-18-20-2005-july-2005	local-backup rescue (score >= 95, HEAD verified)
samasyayen-bharat-ki	exact	samasyayen-bharat-ki	https://indianliberals.in/liberals/samasyayen-bharat-ki.pdf	समस्याएँ भारत की	samasyayen-bharat-ki	local-backup rescue (score >= 95, HEAD verified)
satyamev-jayate-volume-1-collection-of-writings-from-swarajya	exact	satyamev-jayate-volume-1-collection-of-writings-from-swarajya	https://indianliberals.in/liberals/satyamev-jayate-volume-1-collection-of-writings-from-swarajya.pdf	SATYAM EVA JAYATE	satyamev-jayate-volume-1-collection-of-writings-from-swarajya	local-backup rescue (score >= 95, HEAD verified)
sheti-vayavsayavaril-arishit-by-shesrav-mohite	exact	sheti-vayavsayavaril-arishit-shesrav-mohite	https://indianliberals.in/marathi/sheti-vayavsayavaril-arishit-shesrav-mohite.pdf	'Sheti Vayavsayavaril Arishit' by Shesrav Mohite	sheti-vayavsayavaril-arishit-shesrav-mohite	local-backup rescue (score >= 95, HEAD verified)
shetkari-sanghatak-april-21-1992	exact	shetkari-sanghatak-april-21-1992	https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-april-21-1992.pdf	शेतकरी संघटक	shetkari-sanghatak-april-21-1992	local-backup rescue (score >= 95, HEAD verified)
shetkari-sanghatana-vichar-aani-karyapadthdti-by-sharad-joshi	exact	shetkari-sanghatana-vichar-aani-karyapadthdti-sharad-joshi	https://indianliberals.in/marathi/shetkari-sanghatana-vichar-aani-karyapadthdti-sharad-joshi.pdf	'Shetkari Sanghatana: Vichar Aani Karyapadthdti' by Sharad Joshi	shetkari-sanghatana-vichar-aani-karyapadthdti-sharad-joshi	local-backup rescue (score >= 95, HEAD verified)
shetkari-sanghtana-rajkiya-bhumika-by-ajit-narde	exact	shetkari-sanghtana-rajkiya-bhumika-ajit-narde	https://indianliberals.in/marathi/shetkari-sanghtana-rajkiya-bhumika-ajit-narde.pdf	'Shetkari Sanghtana - Rajkiya Bhumika' by Ajit Narde	shetkari-sanghtana-rajkiya-bhumika-ajit-narde	local-backup rescue (score >= 95, HEAD verified)
swatantrabh-ka-nasle-by-sharad-joshi	exact	swatantrabh-ka-nasle-sharad-joshi	https://indianliberals.in/marathi/swatantrabh-ka-nasle-sharad-joshi.pdf	'Swatantrabh ka Nasle' by Sharad Joshi	swatantrabh-ka-nasle-sharad-joshi	local-backup rescue (score >= 95, HEAD verified)
the-vice-of-child-marriages-by-ishwar-chandra-vidyasagar	exact	the-vice-of-child-marriages-by-ishwar-chandra-vidyasagar	https://indianliberals.in/bengali/the-vice-of-child-marriages-by-ishwar-chandra-vidyasagar.pdf	The Vice of Child Marriages	the-vice-of-child-marriages-by-ishwar-chandra-vidyasagar	local-backup rescue (score >= 95, HEAD verified)
tibetans-in-exile	exact	tibetans-in-exile	https://indianliberals.in/liberal-times/tibetans-in-exile.pdf	Liberal Times	tibetans-in-exile	local-backup rescue (score >= 95, HEAD verified)
khoj-novemver-december-2007	exact	khoj-november-december-2007	https://indianliberals.in/gujarati/khoj-november-december-2007.pdf	Khoj : Novemver - December, 2007	khoj-november-december-2007	local-backup rescue (score >= 95, HEAD verified)
